code,affiliation_code,set_code,name,subtitle,type_code,points,BoFpoints,cost,health,side1,side2,side3,side4,side5,side6,faction_code,text,deck_limit,flavor,has_die,has_errata,illustrator,is_unique,position,rarity_code,ttscardid,subtype1,subtype2,subtype3,reprint_of
11089,hero,SoH,Resistance Trench Fighters,NA,support,NA,NA,3,NA,1RD,2RD,3RD1,3ID,1R,-,red,<b>Action</b> - Remove this die to remove a die showing an equal value.,2,"""Alright ground forces, lay down some fire!"" <cite>Poe Dameron</cite>",TRUE,FALSE, ,FALSE,89,R,52918,trooper,NA,NA,NA
11090,hero,SoH,EL-16 Heavy Field Blaster,NA,upgrade,NA,NA,3,NA,+1RD,+2RD,+3RD,+3ID,+1R,-,red,"Before you resolve this die, you may increase its value by 1 if it modifies a <i>trooper</i> die.",2,The weapon of choice for troops in the Resistance.,TRUE,FALSE, ,FALSE,90,R,52919,weapon,NA,NA,NA
11091,hero,SoH,Salvaged Arm,NA,upgrade,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,"Modify <i>droid</i> character or support.
Before you resolve one of attached <i>droid's</i> character, support, or upgrade dice, you may exhaust this upgrade to increase its value by 1.",2,NA,FALSE,FALSE, ,FALSE,91,U,52920,mod,NA,NA,NA
11092,hero,SoH,Tico Pendant,NA,upgrade,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,"<b>Action</b> - Exhaust this upgrade to move 1 damage from another character to attached character, or up to 2 damage instead if the other character has a copy of this upgrade on it.",2,NA,FALSE,FALSE, ,FALSE,92,C,52921,equipment,NA,NA,NA
11093,hero,SoH,Chief Chirpa,Bright Tree Village Elder,character,10/12,10/12,NA,7,1MD,1F,1Dr,1R,Sp,-,yellow,"After setup, add a set-aside Ewok Warrior ([SoH]95) to your team.
[special] - Deal 2 indirect damage ([indirect]) to an opponent, or 3 indirect damage instead if you spot 4 <i>Ewoks</i>.",1,NA,TRUE,FALSE,Adam Lane,TRUE,93,R,52922,ewok,leader,NA,NA
11094,hero,SoH,Chopper,Metal Menace,character,8/11,8/11,NA,8,1MD,2MD,1Dr,1Dc,1R,-,yellow,"<b>Power Action</b> - Play a <i>mod</i> from your hand or discard pile onto this character, decreasing its cost by 1.",1,"Also known as C1-1OP, ""Chop"", or Spectre 3.",TRUE,FALSE,JB Casacop,TRUE,94,R,52923,droid,spectre,NA,NA
11095,hero,SoH,Ewok Warrior,NA,character,4,4,NA,4,NA,NA,NA,NA,NA,NA,yellow,"Include only if you have a unique <i>Ewok</i> on your team.
After you activate this character, you may deal 1 indirect damage ([indirect]) to an opponent.",7,"""Yub nub.""",FALSE,FALSE,Romana Kendelic,FALSE,95,C,52924,ewok,NA,NA,NA
11096,hero,SoH,Han Solo,Old Swindler,character,9/12,9/12,NA,10,1RD,2RD,1Dc,1R,1R,-,yellow,"<b>Power Action</b> - Turn one of your <i>scoundrel</i> dice showing a resource ([resource]) to any side. If it is a <i>Wookiee</i> die, you may resolve it for free.",1,"""Some things never change.""",TRUE,FALSE,Ryan Valle,TRUE,96,L,52925,scoundrel,NA,NA,NA
11097,hero,SoH,Wicket,Crafty Scout,character,8/10,8/10,NA,7,1MD,2ID,1Dr,1Sh,1R,-,yellow,"After you activate this character, you may play a <i>trap</i> from your hand or discard pile.",1,"""You're a jittery little thing, aren't you?"" <cite>Leia Organa</cite>",TRUE,FALSE, ,TRUE,97,R,52926,ewok,scavenger,NA,NA
11098,hero,SoH,Ensnare,NA,downgrade,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"After attached character is activated, you may discard this downgrade to deal damage to it equal to the number of its character and upgrade dice showing damage ([ranged], [melee], or [indirect]).",2,NA,FALSE,FALSE, ,FALSE,98,U,52927,trap,NA,NA,NA
11099,hero,SoH,Net Trap,NA,downgrade,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"After attached character is activated, you may discard this downgrade to remove one of its character or upgrade dice showing damage ([ranged], [melee], or [indirect]).",2,NA,FALSE,FALSE, ,FALSE,99,C,52928,trap,NA,NA,NA
11100,hero,SoH,Rolling Logs,NA,downgrade,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,"After attached character is activated, you may discard this downgrade to reroll any number of its character and upgrade dice.",2,Ewoks can take down even large enemies through the clever use of gravity and lumber.,FALSE,FALSE, ,FALSE,100,C,52929,trap,NA,NA,NA
11101,hero,SoH,Ewok Ambush,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,"Ambush.
Activate one of your non-elite characters or up to 3 of your <i>Ewok</i> characters.",2,NA,FALSE,FALSE,Priscilla Kim,FALSE,101,C,52930,NA,NA,NA,NA
11102,hero,SoH,Glider Attack,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,Exhaust one of your <i>Ewok</i> characters to deal 3 indirect damage ([indirect]) to an opponent. That opponent may spend up to 3 resources to block that much damage.,2,NA,FALSE,FALSE, ,FALSE,102,U,52931,NA,NA,NA,NA
11103,hero,SoH,Jump To Lightspeed,NA,event,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,yellow,Spot a <i>vehicle</i> support to end the action phase. Set this event aside.,2,"""Watch the thrust, we're goin' out of here at lightspeed."" <cite>Han Solo</cite>",FALSE,FALSE, ,FALSE,103,U,52932,NA,NA,NA,NA
11104,hero,SoH,Reassemble,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"Play a <i>droid</i> support from your discard pile. Then play up to 3 upgrades that have Modify <i>droid</i> from your discard pile onto that <i>droid</i> support, decreasing each of their costs by 1.",2,NA,FALSE,FALSE, ,FALSE,104,U,52933,NA,NA,NA,NA
11105,hero,SoH,Chief Chirpa's Hut,NA,support,NA,NA,2,NA,1F,2Sh,1R,1R,Sp1,-,yellow,[special] - Add a set-aside Ewok Warrior ([SoH]95) to your team. Discard this support from play unless you spend 3 resources.,2,"""Well, short help is better than no help at all."" <cite>Han Solo</cite>",TRUE,FALSE,Dual Brush Studios,TRUE,105,R,52934,location,NA,NA,NA
11106,hero,SoH,Mr. Bones,NA,support,NA,NA,2,NA,1MD,1MD,2MD,3MD1,1Dr,1Dc,yellow,"After you resolve this die showing melee damage ([melee]), if one or more characters were just defeated, you may ready this support.",2,"""I PERFORMED VIOLENCE.""",TRUE,FALSE, ,TRUE,106,L,52935,droid,NA,NA,NA
11107,hero,SoH,Ewok Bow,NA,upgrade,NA,NA,1,NA,1RD,1RD,1Dr,1Sh,1R,-,yellow,"While this upgrade is on an <i>Ewok</i>, it gains Redeploy.",2,NA,TRUE,FALSE,Tiziano Baracchi,FALSE,107,R,52936,weapon,NA,NA,NA
11108,hero,SoH,Han Solo's Blaster,NA,upgrade,NA,NA,3,NA,1RD,2RD,3RD1,+3RD,1R,-,yellow,"Ambush.
After you play this upgrade, you may force an opponent to remove one of their dice showing damage. Then, if this upgrade is on Han Solo, you may activate him.",2,NA,TRUE,FALSE,Jason Juta,TRUE,108,L,52937,weapon,NA,NA,NA
11109,hero,SoH,Han Solo's Dice,NA,upgrade,NA,NA,1,NA,1R,1R,2R1,+1R,+2R1,-,yellow,"After one of attached character's character dice rolls a blank ([blank]), you may exhaust this upgrade to reroll it. Then, if this upgrade is on Han Solo, you may ready this upgrade.",2,NA,TRUE,FALSE, ,TRUE,109,R,52938,equipment,NA,NA,NA
11110,hero,SoH,Support of the Tribe,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,gray,Spot a number of characters that share a subtype to heal that much damage from a character.,2,"""Ee chee wa maa!""",FALSE,FALSE, ,FALSE,110,C,52939,NA,NA,NA,NA
11111,hero,SoH,Fateful Companions,NA,plot,2,2,NA,NA,NA,NA,NA,NA,NA,NA,gray,"After you activate a character, you may exhaust this plot and either spot R2-D2 and C-3PO or spend 1 resource to trigger that character's ""After you activate this character"" ability one additional time.",1,NA,FALSE,FALSE, ,FALSE,111,U,52940,NA,NA,NA,NA
11112,neutral,SoH,Alter Fate,NA,event,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,blue,"Remove all of an opponent's dice showing damage ([ranged], [melee], or [indirect]).",2,NA,FALSE,FALSE, ,FALSE,112,C,52941,NA,NA,NA,NA
11113,neutral,SoH,Clever Distraction,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,"Spot a Blue character to choose one:
â€¢ Turn one of your dice to any side.
â€¢ Discard the top 2 cards of a deck.
â€¢ Remove a <i>trooper</i> die.",2,NA,FALSE,FALSE, ,FALSE,113,C,52942,NA,NA,NA,NA
11114,neutral,SoH,Dark Reflections,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,blue,Turn a die to a side showing a value of 1 or more. Then turn up to 2 other dice to sides showing the same symbol and value as that die.,2,NA,FALSE,FALSE, ,FALSE,114,C,52943,NA,NA,NA,NA
11115,neutral,SoH,Decisive Blow,NA,event,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,blue,Resolve one of your dice showing melee damage ([melee]) against a character. Then remove all of that character's character and upgrade dice.,2,NA,FALSE,FALSE, ,FALSE,115,C,52944,NA,NA,NA,02127
11116,neutral,SoH,Draw Closer,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,blue,"Resolve one of your character or upgrade dice showing melee damage ([melee]) without removing it from your pool, increasing its value by 2 if that character has an upgrade titled Niman Mastery on it.",2,NA,FALSE,FALSE, ,FALSE,116,U,52945,move,NA,NA,NA
11117,neutral,SoH,Polarity,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,"Ambush.
Spot a hero character to give a character 1 shield. Spot a villain character to deal 1 damage to a character.",2,NA,FALSE,FALSE, ,FALSE,117,C,52946,NA,NA,NA,NA
11118,neutral,SoH,Pushing Slash,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,"Activate one of your Blue characters. Then you may resolve one of that character's character or upgrade dice. If that character has a card titled Niman Mastery on it, you may turn a die to any side.",2,NA,FALSE,FALSE,Borja Pindado,FALSE,118,C,52947,move,NA,NA,NA
11119,neutral,SoH,Temporary Truce,NA,plot,0,0,NA,NA,NA,NA,NA,NA,NA,NA,blue,"You can only include Kylo Ren and Rey on your team <em>(you can include villain and hero cards in your deck)</em>.
You cannot include Gray cards in your deck.",1,NA,FALSE,FALSE,Audrey Hote,FALSE,119,U,52948,NA,NA,NA,NA
11120,neutral,SoH,Force Connection,NA,support,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,<b>Action</b> - Exhaust this support and spot 2 Blue characters to turn one of their character dice to a side showing the same symbol as one of the other character's character dice.,2,NA,FALSE,FALSE, ,FALSE,120,U,52949,NA,NA,NA,NA
11121,neutral,SoH,Mysteries Of The Force,NA,support,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,"<b>Action</b> - Discard this support from play and remove 5 of your dice showing one of each of the symbols: melee damage ([melee]), shield ([shield]), resource ([resource]), special ([special]), and blank ([blank]). Then play up to 3 upgrades from your hand and/or discard pile for free.",2,NA,FALSE,FALSE, ,FALSE,121,U,52950,NA,NA,NA,NA
11122,neutral,SoH,Niman Mastery,NA,upgrade,NA,NA,2,NA,2MD,1F,1Sh,1R,Sp,Sp,blue,"Blue character only. Limit 1 <i>form</i> per character.
After you play this upgrade, turn a character or upgrade die to any side.
[special] - Turn a character and upgrade die to the sides of your choice.",2,NA,TRUE,FALSE, ,FALSE,122,L,52951,ability,form,NA,NA
11123,neutral,SoH,Niman Training,NA,upgrade,NA,NA,1,NA,1MD,1R,Sp,Sp,-,-,blue,"Blue character only.
[special] - Turn an upgrade die to any side. You may discard this upgrade to play a card titled Niman Mastery from your hand or discard pile on attached character for free.",2,NA,TRUE,FALSE, ,FALSE,123,R,52952,ability,NA,NA,NA
11124,neutral,SoH,Untamed Power,NA,upgrade,NA,NA,2,NA,+2MD,1Dc,1R,Sp,Sp,-,blue,"<i>Apprentice</i> character only.
[special] - If this upgrade is on a hero, give a character 1 shield and remove a die showing damage. If it is on a villain, deal 1 damage to a character and remove a die not showing damage.",2,NA,TRUE,FALSE,Jake Murray,FALSE,124,R,52953,ability,NA,NA,NA
11125,neutral,SoH,Chain Lightning,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,Deal 1 damage to a character. Then you may spend 1 resource to deal 2 damage to another character that shares a subtype with that character.,2,NA,FALSE,FALSE, ,FALSE,125,C,52954,NA,NA,NA,NA
11126,neutral,SoH,Focused Fire,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,"Resolve up to 2 of your dice showing ranged damage ([ranged]) against the same character, increasing each of their values by 1.",2,NA,FALSE,FALSE, ,FALSE,126,C,52955,NA,NA,NA,NA
11127,neutral,SoH,Hull Breach,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,"Remove one of your dice showing damage ([ranged], [melee], or [indirect]) to either discard a support from play that costs equal to or less than the value showing on the removed die, or deal that much indirect damage ([indirect]) to an opponent.",2,NA,FALSE,FALSE, ,FALSE,127,C,52956,NA,NA,NA,NA
11128,neutral,SoH,Off The Sensors,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,"Spot a Red character to choose one:
â€¢ Resolve one of your dice, increasing its value by 1.
â€¢ Activate 2 of your characters or supports.
â€¢ Remove a <i>scoundrel</i> die.",2,NA,FALSE,FALSE, ,FALSE,128,C,52957,NA,NA,NA,NA
11129,neutral,SoH,Seizing Territory,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,"Ambush.
Spot a <i>trooper</i> to take control of the battlefield.",2,NA,FALSE,FALSE, ,FALSE,129,C,52958,NA,NA,NA,NA
11130,neutral,SoH,Shields Are Down,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,Choose a character that has no shields and remove one of its character dice.,2,"""Someone has to take that shield gate down."" <cite>K-2SO</cite>",FALSE,FALSE, ,FALSE,130,C,52959,NA,NA,NA,NA
11131,neutral,SoH,Shortcut,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,Spot a <i>vehicle</i> to switch the battlefield with a set-aside battlefield.,2,NA,FALSE,FALSE, ,FALSE,131,U,52960,NA,NA,NA,NA
11132,neutral,SoH,You Are In Command Now,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,"Ambush.
Play a <i>title</i> from your hand or discard pile, decreasing its cost by 1 and ignoring its play restrictions.",2,NA,FALSE,FALSE,Tiziano Baracchi,FALSE,132,U,52961,NA,NA,NA,NA
11133,neutral,SoH,Aftermath,NA,support,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,"After a character is defeated, you may exhaust this to gain 1 resource.",2,"""We're not murderers! We got what we needed, the mission was over."" <cite>Iden Versio</cite>",FALSE,FALSE, ,FALSE,133,C,52962,NA,NA,NA,02123
11134,neutral,SoH,AT-RT,NA,support,NA,NA,2,NA,+1*,+1*,+2*,+2*,+3*1,-,red,The modifier sides of this die can be resolved with one of your <i>trooper</i> dice showing any symbol.,2,NA,TRUE,FALSE,Mark Molnar,FALSE,134,R,52963,vehicle,NA,NA,NA
11135,neutral,SoH,Coruscant Police,NA,support,NA,NA,2,NA,1RD,1RD,2ID,1Sh,1Sh,1R,red,"After you play this <i>support</i>, you may remove a <i>scoundrel</i> die.",2,"""Hands where we can see them. You are coming with us.""",TRUE,FALSE,Jason Juta,FALSE,135,R,52964,droid,NA,NA,NA
11136,neutral,SoH,Admiral,NA,upgrade,NA,NA,4,NA,3ID,2F,3F,3Sh,Sp,Sp,red,"<i>Leader</i> character only.
After you play this upgrade, you may spend 2 resources to ready a character or <i>vehicle</i>.
[special] - Exhaust this upgrade to ready a character or <i>vehicle</i>.",2,NA,TRUE,FALSE,Audrey Hotte,FALSE,136,L,52965,title,NA,NA,NA
11137,neutral,SoH,Communication Module,NA,upgrade,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,"Modify <i>droid</i> character or support.
After you activate attached <i>droid</i>, if it is a character, you may turn a support die to any side. If it is a support, you may turn a character die to any side.",2,NA,FALSE,FALSE,Tiziano Baracchi,FALSE,137,U,52966,mod,NA,NA,NA
11138,neutral,SoH,Dead Or Alive,NA,downgrade,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"Play only if you spot a <i>bounty hunter</i>.
After attached character is activated, you may gain 1 resource.
After attached character is defeated, you may gain 1 resource.",2,NA,FALSE,FALSE,JB Casacop,FALSE,138,C,52967,bounty,NA,NA,NA
11139,neutral,SoH,Bad Credit,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,yellow,Remove all of an opponent's dice showing a resource ([resource]).,2,"""Republic credits are no good out there, I need something more real."" <cite>Watto</cite>",FALSE,FALSE, ,FALSE,139,C,52968,NA,NA,NA,NA
11140,neutral,SoH,Disassemble,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,yellow,"Discard a diceless support, upgrade, or downgrade from play.",2,NA,FALSE,FALSE,Greg Bobrowski,FALSE,140,C,52969,NA,NA,NA,NA
11141,neutral,SoH,Encircle,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,yellow,Spot 3 exhausted characters to remove all character dice.,2,"""The director says their reconditioning process is excruciating, but effective."" <cite>L3-37</cite>",FALSE,FALSE, ,FALSE,141,U,53000,NA,NA,NA,NA
11142,neutral,SoH,I Performed Violence,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"Ambush.
Resolve one of your character or <i>droid</i> dice showing melee damage ([melee]) as unblockable, increasing its value by 1, or by 2 instead if it is a Mr. Bones die.",2,NA,FALSE,FALSE, ,FALSE,142,C,53001,NA,NA,NA,NA
11143,neutral,SoH,Kinship,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,"Spot 3 characters that share a subtype to gain 1 resource, or 2 resources instead if you spot 6 characters that share a subtype.",2,NA,FALSE,FALSE, ,FALSE,143,U,53002,NA,NA,NA,NA
11144,neutral,SoH,Outpace,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"Spot a Yellow character to choose one:
â€¢ Reroll up to 3 dice.
â€¢ Force an opponent to lose 1 resource.
â€¢ Remove a <i>leader</i> die.",2,NA,FALSE,FALSE, ,FALSE,144,C,53003,NA,NA,NA,NA
11145,neutral,SoH,Practice Makes Perfect,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,Choose a die and reroll it up to 5 times.,2,"""I'm sure you'll pick it up on the fly."" <cite>Sabine Wren</cite>",FALSE,FALSE, ,FALSE,145,C,53004,NA,NA,NA,NA
11146,neutral,SoH,Reversal,NA,event,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,yellow,"Spot a Yellow character to remove a die showing damage ([ranged], [melee], or [indirect]). Then deal damage to a character equal to the value showing on that die.",2,NA,FALSE,FALSE, ,FALSE,146,C,53005,NA,NA,NA,01160
11147,neutral,SoH,Simple Mistake,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,yellow,The player who controls the battlefield chooses a die in their pool. Then remove that die or resolve it as if it were in your pool.,2,NA,FALSE,FALSE, ,FALSE,147,U,53006,NA,NA,NA,NA
11148,neutral,SoH,Unify,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"Choose a character subtype on one of your characters. Until the end of the round, your other characters gain the chosen subtype.",2,NA,FALSE,FALSE, ,FALSE,148,C,53007,NA,NA,NA,NA
11149,neutral,SoH,Any Means Necessary,NA,plot,2,2,NA,NA,NA,NA,NA,NA,NA,NA,yellow,"<b>Action</b> - Exhaust this plot and remove one of your <i>bounty hunter</i> dice to deal 1 unblockable damage to a character, or 2 unblockable damage instead if that character has 3 or more <i>bounties</i> on it.",1,NA,FALSE,FALSE,Tony Foti,FALSE,149,U,53008,NA,NA,NA,NA
11150,neutral,SoH,Canto Bight Security,NA,support,NA,NA,2,NA,1RD,2RD,2RD1,1Dc,1R,-,yellow,"After this support is discarded from your hand by an opponent's effect, you may play it for free.",2,NA,TRUE,FALSE,Romain Leguay,FALSE,150,L,53009,guard,NA,NA,NA
11151,neutral,SoH,Mining Guild TIE Fighter,NA,support,NA,NA,2,NA,1RD,2ID,1Dr,2Dr,1R,-,yellow,"After an opponent's effect causes you to lose 1 or more resources, you may activate this support to deal 1 indirect damage ([indirect]) to them.",2,The Mining Guild used a modified yellow Imperial TIE fighter for security purposes.,TRUE,FALSE, ,FALSE,151,R,53010,vehicle,NA,NA,NA
11152,neutral,SoH,Bounty Hunter Mask,NA,upgrade,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,Attached character has +1 health and gains <i>bounty hunter</i>.,2,"""You certainly have the right... disposition."" <cite>Bossk</cite>",FALSE,FALSE, ,FALSE,152,C,53011,equipment,NA,NA,NA
11153,neutral,SoH,DX-2 Disruptor Blaster Pistol,NA,upgrade,NA,NA,2,NA,1RD,2RD,+2RD,1Dr,1Dr,-,yellow,Damage dealt by this die or by a die that it modifies is unblockable.,2,This weapon was banned among the Rebel Alliance for its destructive potential. Some operatives carried one anyway.,TRUE,FALSE, ,FALSE,153,R,53012,weapon,NA,NA,NA
11154,neutral,SoH,Inflict Pain,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,gray,"Deal 2 damage to one of your characters to deal 2 indirect damage ([indirect]) to an opponent.
After this event is discarded from your deck, you may add it to your hand.",2,NA,FALSE,FALSE, ,FALSE,154,U,53013,NA,NA,NA,NA
11155,neutral,SoH,Grappling Arm,NA,upgrade,NA,NA,1,NA,1MD,+2MD,1F,1Dr,-,-,gray,"Modify <i>droid</i> character or support.
<b>Action</b> - Remove this die to discard a <i>trap</i> from play.",2,NA,TRUE,FALSE, ,FALSE,155,R,53014,mod,NA,NA,NA
11156,neutral,SoH,Rocket Booster,NA,upgrade,NA,NA,2,NA,1RD,2ID,3ID1,1Sh,2Sh,-,gray,"Modify <i>droid</i> character or support.
<b>Action</b> - Activate attached <i>droid</i>. Then resolve any number of its character, support, and upgrade dice. Discard this upgrade.",2,NA,TRUE,FALSE, ,FALSE,156,R,53015,mod,NA,NA,NA
11157,neutral,SoH,Canto Casino,Canto Bight,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,"<b>Power Action</b> - Spend 1 resource to reroll 2 dice. Then, if those dice are showing the same value, gain 2 resources, or 3 resources instead if they are also showing the same symbol.",1,NA,FALSE,FALSE, ,FALSE,157,U,53016,NA,NA,NA,NA
11158,neutral,SoH,Jabba's Palace,Tatooine,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,<b>Claim</b> - Gain 1 resource. You may spot a <i>bounty hunter</i> to force an opponent to lose 1 resource.,1,NA,FALSE,FALSE, ,FALSE,158,U,53017,NA,NA,NA,NA
11159,neutral,SoH,Nightsister Lair,Dathomir,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,"After you play a downgrade for the first time each round, you may gain 1 resource.",1,NA,FALSE,FALSE, ,FALSE,159,C,53018,NA,NA,NA,NA
11160,neutral,SoH,Snoke's Throne Room,Supremacy,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,<b>Claim</b> - Spot a hero character to give a character 1 shield. Spot a villain character to remove 1 shield from an opponent's character.,1,NA,FALSE,FALSE, ,FALSE,160,U,53019,NA,NA,NA,NA
12001,villain,CM,Darth Bane,Ancient Master,character,17/22,17/22,NA,14,2RD,3MD,2Sh,1R,Sp,-,blue,"Decrease the cost of the first <i>ability</i> you play on this character each game by 2.
[special] - Choose an upgrade on this character and deal indirect damage to an opponent equal to that upgrade's cost.",1,"""I was the last survivor.""",TRUE,FALSE,Martin de Diego Sádaba,TRUE,1,L,53500,sith,NA,NA,NA
12002,villain,CM,Darth Vader,Victor Leader,character,12/15,12/15,NA,12,2Dc,1Sh,1R,Sp,Sp,-,blue,"Piloting.
[special] - Deal 2 damage to a character. Then, if that character was just defeated, discard the <i>vehicle</i> it was piloting.",1,NA,TRUE,FALSE,Alexander Chelyshev,TRUE,2,R,53501,leader,pilot,sith,NA
12003,villain,CM,Pong Krell,Deadly Imposter,character,12/15,12/15,NA,11,1MD,2MD,1F,1Dc,1R,-,blue,"You can include up to 4 different Blue hero cards in your deck.
After you activate this character, you may place a hero card in any player's discard pile on the bottom of their deck. Then deal 1 damage to a character.",1,NA,TRUE,FALSE,Alxsandr Elichev,TRUE,3,R,53502,jedi,leader,NA,NA
12004,villain,CM,Snoke's Praetorian Guard,NA,character,8/11,8/11,NA,8,1MD,2MD,2MD1,1Sh,1R,-,blue,"After you activate this character, you may remove one of its character dice showing damage to remove a die showing damage with a value of 2 or less.",4,NA,TRUE,FALSE,Audrey Hotte,FALSE,4,R,53503,guard,NA,NA,NA
12005,villain,CM,Recurring Nightmare,NA,downgrade,NA,NA,2,NA,1MD,1MD,2MD,3MD1,-,-,blue,This die can only be resolved against attached character.,2,NA,TRUE,FALSE,Cassandre Bolan,FALSE,5,R,53504,curse,NA,NA,NA
12006,villain,CM,Entropic Blast,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,blue,Deal 2 damage to each character that has one or more of its character dice in a pool.,2,"""The temple's starting to collapse."" <cite>Ezra Bridger</cite>",FALSE,FALSE,Andreas Zafiratos,FALSE,6,C,53505,NA,NA,NA,NA
12007,villain,CM,Legacy of the Sith,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,blue,"Play a Blue upgrade from your discard pile, or play it for free instead if you have a defeated character that is 20 or more points.",2,"""Why do you come to my tomb?"" <cite>Darth Bane</cite>",FALSE,FALSE,Alexander Chelyshev,FALSE,7,U,53506,NA,NA,NA,NA
12008,villain,CM,Pincer Movement,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,Activate 2 of your Blue characters. Then turn each of a character's character and upgrade dice to sides showing a blank ([blank]).,2,Elite Praetorian Guards worked in pairs to neutralize and overwhelm their foes.,FALSE,FALSE,JB Casacop,FALSE,8,U,53507,NA,NA,NA,NA
12009,villain,CM,Quad Slam,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,blue,Choose up to 4 characters and remove one character die belonging to each of them.,2,"""You dare to attack a Jedi?"" <cite>Pong Krell</cite>",FALSE,FALSE,Alexandr Elichev,FALSE,9,U,53508,NA,NA,NA,NA
12010,villain,CM,Trap the Blade,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,"Remove a die showing melee damage ([melee]). If it is an upgrade die, you may spot a Blue character and spend 1 resource to discard its matching card from play.",2,NA,FALSE,FALSE,JB Casacop,FALSE,10,C,53509,NA,NA,NA,NA
12011,villain,CM,Treason,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,blue,"Spot a Blue character to remove an opponent's character die showing damage ([ranged], [melee], or [indirect]). Then that opponent deals damage to one of their characters equal to the value showing on that die.",2,NA,FALSE,FALSE,Jason Jenicke,FALSE,11,U,53510,NA,NA,NA,NA
12012,villain,CM,Rule of Two,NA,plot,0,0,NA,NA,NA,NA,NA,NA,NA,NA,blue,"If you do not control exactly 2 characters, one that is a <i>Sith</i> and the other an <i>apprentice</i>, set this plot aside an deal 1 indirect damage to yourself.
<b>Action</b> - If you have exactly one character die in your pool, exhaust this plot to resolve it, increasing its value by 1.",1,NA,FALSE,FALSE,Romana Kendelic,FALSE,12,U,53511,NA,NA,NA,NA
12013,villain,CM,Bloodletting,NA,support,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,<b>Action</b> - Exhaust this support and deal 1 damage to a character you control to turn one of its character or upgrade dice to any side.,2,"""I need but a drop for the ritual to begin."" <cite>Darth Sidious</cite>",FALSE,FALSE,David Hovey,FALSE,13,C,53512,NA,NA,NA,NA
